Modelo,Categoria,FraseID,Texto,NumPalavras,Latência (s),WER,Transcrição Whisper,Arquivo,Status
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_01,O CPF do aluno foi validado antes do cadastro.,9,3.186,0.0,o cpf do aluno foi validado antes do cadastro.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_01.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_01,O CPF do aluno foi validado antes do cadastro.,9,18.232,0.0,o cpf do aluno foi validado antes do cadastro.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_01.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_02,A API retornou erro ao consultar o CNPJ da empresa.,10,0.491,0.7,aap retornou e rol consultaram cnp j da empresa.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_02.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_02,A API retornou erro ao consultar o CNPJ da empresa.,10,3.303,0.3,a pi retornou erro ao consultar o cnp j da empresa.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_02.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_02,A API retornou erro ao consultar o CNPJ da empresa.,10,27.679,0.3,aap retornou erro ao consultar o cnpj da empresa.com.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_02.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_03,O SUS ainda é referência nacional em políticas públicas de saúde.,11,0.52,0.0909,o sos ainda é referência nacional em políticas públicas de saúde.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_03.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_03,O SUS ainda é referência nacional em políticas públicas de saúde.,11,4.001,0.0909,o sos ainda é referência nacional em políticas públicas de saúde.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_03.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_03,O SUS ainda é referência nacional em políticas públicas de saúde.,11,22.547,0.0,o sus ainda é referência nacional em políticas públicas de saúde.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_03.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_04,A ONU publicou um novo relatório sobre inclusão digital.,9,0.573,0.0,a onu publicou um novo relatório sobre inclusão digital.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_04.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_04,A ONU publicou um novo relatório sobre inclusão digital.,9,3.2,0.0,a onu publicou um novo relatório sobre inclusão digital.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_04.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_04,A ONU publicou um novo relatório sobre inclusão digital.,9,21.124,0.1111,a onu publicou um novo relatório sobre inclusão digital.poa.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_04.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_05,O TCC utiliza métricas de TTS e ASR no mesmo pipeline.,11,0.567,0.2727,o tcc utiliza métricas de tts e sre no mesmo que peline.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_05.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_05,O TCC utiliza métricas de TTS e ASR no mesmo pipeline.,11,4.038,0.2727,o tcc utiliza métricas de tts e a cr no mesmo pipelline.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_05.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_05,O TCC utiliza métricas de TTS e ASR no mesmo pipeline.,11,27.537,0.1818,o tcc utiliza métricas de tts e a cr no mesmo pipeline.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_05.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_06,"A GPU ficou indisponível, então a execução ocorreu em CPU.",10,0.493,0.0,"a gpu ficou indisponível, então a execução ocorreu em cpu.",audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_06.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_06,"A GPU ficou indisponível, então a execução ocorreu em CPU.",10,3.74,0.0,"a gpu ficou indisponível, então a execução ocorreu em cpu.",audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_06.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_06,"A GPU ficou indisponível, então a execução ocorreu em CPU.",10,27.562,0.1,"a gpu ficou indisponível, então a execução ocorreu em cpu.ponto.o",audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_06.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_07,A UFMG recebeu o arquivo enviado pela equipe do projeto.,10,0.419,0.1,a rufun recebeu o arquivo enviado pela equipe do projeto.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_07.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_07,A UFMG recebeu o arquivo enviado pela equipe do projeto.,10,2.962,0.1,a ufn recebeu o arquivo enviado pela equipe do projeto.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_07.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_07,A UFMG recebeu o arquivo enviado pela equipe do projeto.,10,26.597,0.2,a ufmg recebeu o arquivo enviado pela equipe do projeto .ponto.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_07.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_08,A URL da documentação foi registrada no PDF final.,9,0.458,0.1111,a orl da documentação foi registrada no pdf final.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_08.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_08,A URL da documentação foi registrada no PDF final.,9,3.344,0.0,a url da documentação foi registrada no pdf final.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_08.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_08,A URL da documentação foi registrada no PDF final.,9,18.298,0.4444,a ura e a el da documentação foi registrada no pdf final.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_08.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_09,A IA generativa exige cuidado com avaliação e reprodutibilidade.,9,0.552,0.3333,a ia generativa exige cuidado com avaliação e reprodução de reprodução.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_09.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_09,A IA generativa exige cuidado com avaliação e reprodutibilidade.,9,4.668,0.6667,aí a generativa exige cuidado com a avaliação e reprodução de reprodução.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_09.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_09,A IA generativa exige cuidado com avaliação e reprodutibilidade.,9,22.515,0.6667,aí a generativa exigir cuidado com avaliação e reprodução de reprodução.,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_09.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_10,O sistema consulta dados do CEP antes de preencher o formulário.,11,0.479,0.0909,o sistema consulta dados do cp antes de preencher o formulário.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_10.wav,OK
Kokoro,siglas_e_abreviacoes,siglas_e_abreviacoes_10,O sistema consulta dados do CEP antes de preencher o formulário.,11,3.992,0.0909,o sistema consulta dados dos cep antes de preencher o formulário.,audios_tcc/kokoro_siglas_e_abreviacoes_siglas_e_abreviacoes_10.wav,OK
XTTS,siglas_e_abreviacoes,siglas_e_abreviacoes_10,O sistema consulta dados do CEP antes de preencher o formulário.,11,23.401,0.1818,o sistema consulta dados do sap antes de preencher o formulário.b,audios_tcc/xtts_siglas_e_abreviacoes_siglas_e_abreviacoes_10.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_01,"Se o teste falhar, execute novamente a célula.",8,0.393,0.0,"se o teste falhar, execute novamente a célula.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_01.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_01,"Se o teste falhar, execute novamente a célula.",8,2.673,0.0,"se o teste falhar, execute novamente a célula.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_01.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_01,"Se o teste falhar, execute novamente a célula.",8,16.906,0.0,"se o teste falhar, execute novamente a célula.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_01.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_02,"O modelo foi carregado; em seguida, iniciou-se a geração do áudio.",11,0.538,0.0909,"o modelo foi carregado, em seguida, iniciou-se a geração do áudio.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_02.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_02,"O modelo foi carregado; em seguida, iniciou-se a geração do áudio.",11,3.982,0.1818,o modelo foi carregado em seguida iniciou-se a geração do áudio.,audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_02.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_02,"O modelo foi carregado; em seguida, iniciou-se a geração do áudio.",11,24.792,0.3636,"o modelo foi carregado. em seguida, iniciou-se a geração do áudio ponto urbano.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_02.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_03,"Há três critérios principais: latência, inteligibilidade e naturalidade.",8,0.567,0.125,"há três critérios principais, latência, inteligibilidade e naturalidade.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_03.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_03,"Há três critérios principais: latência, inteligibilidade e naturalidade.",8,4.587,0.25,"a três critérios principais, latência, inteligibilidade e naturalidade.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_03.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_03,"Há três critérios principais: latência, inteligibilidade e naturalidade.",8,27.046,0.125,"há três critérios principais, latência, inteligibilidade e naturalidade.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_03.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_04,"O resultado, embora promissor, ainda exige validação adicional.",8,0.545,0.25,"o resultado, embora a promissor ainda exige validação adicional.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_04.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_04,"O resultado, embora promissor, ainda exige validação adicional.",8,3.706,0.125,"o resultado, embora a promissor, ainda exige validação adicional.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_04.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_04,"O resultado, embora promissor, ainda exige validação adicional.",8,22.307,0.375,"o resultado, embora a promissor ainda exige validação adicional.com",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_04.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_05,"Maria disse: a voz ficou clara, mas lenta.",8,0.414,0.25,"maria disse, a voz ficou clara, mais lenta.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_05.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_05,"Maria disse: a voz ficou clara, mas lenta.",8,2.962,0.375,"maria disse, a voz ficou clara mais lenta.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_05.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_05,"Maria disse: a voz ficou clara, mas lenta.",8,14.089,0.25,"maria disse, a voz ficou clara, mais lenta.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_05.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_06,"O experimento inclui frases curtas, médias e longas.",8,0.45,0.25,"o experimento inclui frases curtas, medias e longbas.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_06.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_06,"O experimento inclui frases curtas, médias e longas.",8,3.494,0.0,"o experimento inclui frases curtas, médias e longas.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_06.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_06,"O experimento inclui frases curtas, médias e longas.",8,23.464,0.125,"o experimento inclui frases curtas, medias e longas.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_06.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_07,"Quando o download terminar, inicie a próxima etapa.",8,0.404,0.25,"quando download terminar, inicia a próxima etapa.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_07.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_07,"Quando o download terminar, inicie a próxima etapa.",8,2.799,0.5,"quando dá um low terminar, inicia a próxima etapa.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_07.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_07,"Quando o download terminar, inicie a próxima etapa.",8,18.417,0.125,"quando o download terminar, inicia a próxima etapa.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_07.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_08,"O benchmark, como planejado, foi executado em ambiente controlado.",9,0.497,0.2222,o benchmark como planejado foi executado em ambiente controlado.,audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_08.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_08,"O benchmark, como planejado, foi executado em ambiente controlado.",9,3.687,0.2222,o benchmark como planejado foi executado em ambiente controlado.,audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_08.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_08,"O benchmark, como planejado, foi executado em ambiente controlado.",9,20.164,0.2222,o benchmark como planejado foi executado em ambiente controlado.,audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_08.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_09,"Os dados coletados, depois de revisados, foram exportados para análise.",10,0.523,0.2,os dados coletados depois de revisados foram exportados para análise.,audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_09.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_09,"Os dados coletados, depois de revisados, foram exportados para análise.",10,4.221,0.2,os dados coletados depois de revisados foram exportados para análise.,audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_09.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_09,"Os dados coletados, depois de revisados, foram exportados para análise.",10,22.345,0.2,os dados coletados depois de revisados foram exportados para análise.,audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_09.wav,OK
Piper,pontuacao_e_pausas,pontuacao_e_pausas_10,"A banca avaliará o código, os áudios e a metodologia.",10,0.424,0.3,"a banca valerá ao código, os áudios tem a metodologia.",audios_tcc/piper_pontuacao_e_pausas_pontuacao_e_pausas_10.wav,OK
Kokoro,pontuacao_e_pausas,pontuacao_e_pausas_10,"A banca avaliará o código, os áudios e a metodologia.",10,2.951,0.5,"a banca valiar ao código, usar o diúse e a metodologia.",audios_tcc/kokoro_pontuacao_e_pausas_pontuacao_e_pausas_10.wav,OK
XTTS,pontuacao_e_pausas,pontuacao_e_pausas_10,"A banca avaliará o código, os áudios e a metodologia.",10,24.723,0.0,"a banca avaliará o código, os áudios e a metodologia.",audios_tcc/xtts_pontuacao_e_pausas_pontuacao_e_pausas_10.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_01,Você conseguiu ouvir claramente a frase sintetizada?,7,0.376,0.1429,você conseguiu ouvir claramente a frase sintetizada.,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_01.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_01,Você conseguiu ouvir claramente a frase sintetizada?,7,3.009,0.1429,você conseguiu ouvir claramente a frase sintetizada.,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_01.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_01,Você conseguiu ouvir claramente a frase sintetizada?,7,14.432,0.0,você conseguiu ouvir claramente a frase sintetizada?,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_01.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_02,Qual modelo apresentou a menor latência neste teste?,8,0.376,0.125,qual o modelo apresentou a menor latência neste teste?,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_02.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_02,Qual modelo apresentou a menor latência neste teste?,8,2.918,0.0,qual modelo apresentou a menor latência neste teste?,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_02.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_02,Qual modelo apresentou a menor latência neste teste?,8,13.587,0.0,qual modelo apresentou a menor latência neste teste?,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_02.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_03,Será que a voz ficou natural o suficiente para leitura contínua?,11,0.438,0.2727,será que a voz se connaturar o suficiente para a leitura contínua?,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_03.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_03,Será que a voz ficou natural o suficiente para leitura contínua?,11,3.178,0.1818,será que a voz ficou natural o suficiente para a leitura continua?,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_03.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_03,Será que a voz ficou natural o suficiente para leitura contínua?,11,18.836,0.2727,será que a voz ficou natural ou suficiente para a leitura continua?,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_03.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_04,Como o sistema reage quando encontra palavras em inglês?,9,0.412,0.0,como o sistema reage quando encontra palavras em inglês?,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_04.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_04,Como o sistema reage quando encontra palavras em inglês?,9,3.467,0.1111,como o sistema reage quando encontra palavras em inglês.,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_04.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_04,Como o sistema reage quando encontra palavras em inglês?,9,17.697,0.1111,como o sistema reage quando encontra palavras em inglês.,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_04.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_05,Por que esse áudio parece mais robótico do que o anterior?,11,0.484,0.2727,porque esse áudio parece mais robótico do que o anterior.,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_05.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_05,Por que esse áudio parece mais robótico do que o anterior?,11,3.231,0.3636,porque esse áudio parece mais robotico do que o anterior.,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_05.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_05,Por que esse áudio parece mais robótico do que o anterior?,11,17.571,0.3636,porque esse áldio parece mais robótico do que o anterior.,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_05.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_06,Que diferença grande de tempo entre os modelos!,8,0.355,0.125,que diferença grande de tempo entre os modelos.,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_06.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_06,Que diferença grande de tempo entre os modelos!,8,3.089,0.125,que diferença grande de tempo entre os modelos.,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_06.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_06,Que diferença grande de tempo entre os modelos!,8,15.064,0.125,que diferença grande de tempo entre os modelos.,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_06.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_07,"Nossa, essa entonação ficou muito melhor!",6,0.379,0.1667,"nossa, essa intonação ficou muito melhor!",audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_07.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_07,"Nossa, essa entonação ficou muito melhor!",6,2.347,0.3333,"nossa, essa intonação ficou muito melhor.",audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_07.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_07,"Nossa, essa entonação ficou muito melhor!",6,13.655,0.3333,"nossa, essa intonação ficou muito melhor.",audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_07.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_08,Será que a banca vai preferir o modelo mais rápido?,10,0.38,0.0,será que a banca vai preferir o modelo mais rápido?,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_08.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_08,Será que a banca vai preferir o modelo mais rápido?,10,2.885,0.0,será que a banca vai preferir o modelo mais rápido?,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_08.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_08,Será que a banca vai preferir o modelo mais rápido?,10,14.982,0.0,será que a banca vai preferir o modelo mais rápido?,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_08.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_09,Como explicar esse resultado sem considerar o custo computacional?,9,0.494,0.0,como explicar esse resultado sem considerar o custo computacional?,audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_09.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_09,Como explicar esse resultado sem considerar o custo computacional?,9,3.561,0.1111,como explicar esse resultado sem considerar o custo computacional.,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_09.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_09,Como explicar esse resultado sem considerar o custo computacional?,9,16.717,0.1111,como explicar esse resultado sem considerar o custo computacional.,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_09.wav,OK
Piper,interrogativas_e_exclamativas,interrogativas_e_exclamativas_10,"Incrível, o áudio foi gerado em poucos segundos!",8,0.384,0.25,"incrível, o áudio foi gerado em pouco segundos",audios_tcc/piper_interrogativas_e_exclamativas_interrogativas_e_exclamativas_10.wav,OK
Kokoro,interrogativas_e_exclamativas,interrogativas_e_exclamativas_10,"Incrível, o áudio foi gerado em poucos segundos!",8,3.059,0.25,incrível o áudio foi gerado em poucos segundos.,audios_tcc/kokoro_interrogativas_e_exclamativas_interrogativas_e_exclamativas_10.wav,OK
XTTS,interrogativas_e_exclamativas,interrogativas_e_exclamativas_10,"Incrível, o áudio foi gerado em poucos segundos!",8,14.398,0.25,incrível o áudio foi gerado em poucos segundos.,audios_tcc/xtts_interrogativas_e_exclamativas_interrogativas_e_exclamativas_10.wav,OK
Piper,enderecos_urls_emails,enderecos_urls_emails_01,O site oficial do projeto está em www.exemplo.org.,8,0.5,0.125,o site oficial do projeto está em www.exempo.org.,audios_tcc/piper_enderecos_urls_emails_enderecos_urls_emails_01.wav,OK
Kokoro,enderecos_urls_emails,enderecos_urls_emails_01,O site oficial do projeto está em www.exemplo.org.,8,4.115,0.375,"o site oficial do projeto está em www, exemplo, org.",audios_tcc/kokoro_enderecos_urls_emails_enderecos_urls_emails_01.wav,OK
XTTS,enderecos_urls_emails,enderecos_urls_emails_01,O site oficial do projeto está em www.exemplo.org.,8,30.305,0.125,o site oficial do projeto está em www.exemplo.org,audios_tcc/xtts_enderecos_urls_emails_enderecos_urls_emails_01.wav,OK
Piper,enderecos_urls_emails,enderecos_urls_emails_02,Envie a documentação para contato@laboratorio.edu.br.,5,0.498,1.0,envia a documentação para contato a roba laboratorio.do.br.,audios_tcc/piper_enderecos_urls_emails_enderecos_urls_emails_02.wav,OK
Kokoro,enderecos_urls_emails,enderecos_urls_emails_02,Envie a documentação para contato@laboratorio.edu.br.,5,3.673,1.8,envia documentação para contato a roba laboraturil e do bf.,audios_tcc/kokoro_enderecos_urls_emails_enderecos_urls_emails_02.wav,OK
XTTS,enderecos_urls_emails,enderecos_urls_emails_02,Envie a documentação para contato@laboratorio.edu.br.,5,23.204,1.8,"envia documentação para contato a roba, laboratório.edu, br pronto br.",audios_tcc/xtts_enderecos_urls_emails_enderecos_urls_emails_02.wav,OK
Piper,enderecos_urls_emails,enderecos_urls_emails_03,"O endereço informado foi Rua das Flores, número 125, sala 4.",11,0.789,0.0909,"o endereço informado foi rô das flores, número 125, sala 4.",audios_tcc/piper_enderecos_urls_emails_enderecos_urls_emails_03.wav,OK
Kokoro,enderecos_urls_emails,enderecos_urls_emails_03,"O endereço informado foi Rua das Flores, número 125, sala 4.",11,4.314,0.0,"o endereço informado foi rua das flores, número 125, sala 4.",audios_tcc/kokoro_enderecos_urls_emails_enderecos_urls_emails_03.wav,OK
XTTS,enderecos_urls_emails,enderecos_urls_emails_03,"O endereço informado foi Rua das Flores, número 125, sala 4.",11,21.787,0.0,"o endereço informado foi rua das flores, número 125, sala 4.",audios_tcc/xtts_enderecos_urls_emails_enderecos_urls_emails_03.wav,OK
Piper,enderecos_urls_emails,enderecos_urls_emails_04,"A reunião será no campus central, bloco B, terceiro andar.",10,0.451,0.8,a reunião será no campo central do loco b ter esse erro andar.,audios_tcc/piper_enderecos_urls_emails_enderecos_urls_emails_04.wav,OK
Kokoro,enderecos_urls_emails,enderecos_urls_emails_04,"A reunião será no campus central, bloco B, terceiro andar.",10,3.282,0.3,"a reunião será no campus central, bloco-beite-seiro andar.",audios_tcc/kokoro_enderecos_urls_emails_enderecos_urls_emails_04.wav,OK
XTTS,enderecos_urls_emails,enderecos_urls_emails_04,"A reunião será no campus central, bloco B, terceiro andar.",10,22.384,0.5,"a reunião será no campo central. bóco-b, terceiro andar. ponto.",audios_tcc/xtts_enderecos_urls_emails_enderecos_urls_emails_04.wav,OK
Piper,enderecos_urls_emails,enderecos_urls_emails_05,A página de referência está disponível em https://dados.gov.br.,8,0.581,0.125,a página de referência está disponível em ar-atps-dados.gov.br,audios_tcc/piper_enderecos_urls_emails_enderecos_urls_emails_05.wav,OK
Kokoro,enderecos_urls_emails,enderecos_urls_emails_05,A página de referência está disponível em https://dados.gov.br.,8,4.566,0.5,"a página de referência está disponível em https e dados, govbr.",audios_tcc/kokoro_enderecos_urls_emails_enderecos_urls_emails_05.wav,OK
